final_value,total_return,sharpe_ratio,max_drawdown,total_trades,win_rate,profit_factor,total_pnl
18590.74915966449,0.859074915966449,15.072563062948023,-0.04139811603643365,1400,0.6564285714285715,2.53592701985275,1.1818934711128515
