timestamp,candle_time,equity,pos_act,mult_act,trade_type,lots,price,comment
2026-01-05 05:54:47,2026-01-05 06:50:00,101770.86,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:54:57,2026-01-05 06:55:00,101774.36,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:55:07,2026-01-05 06:55:00,101774.66,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:55:17,2026-01-05 06:55:00,101774.46,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:55:27,2026-01-05 06:55:00,101771.66,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:55:37,2026-01-05 06:55:00,101767.36,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:55:48,2026-01-05 06:55:00,101768.36,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:55:58,2026-01-05 06:55:00,101774.46,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:56:08,2026-01-05 06:55:00,101774.16,-0.9724,0.5000,SIGNAL,0,0,
2026-01-05 05:56:18,2026-01-05 06:55:00,101775.06,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:56:28,2026-01-05 06:55:00,101771.96,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:56:39,2026-01-05 06:55:00,101773.36,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:56:49,2026-01-05 06:55:00,101773.36,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:56:59,2026-01-05 06:55:00,101772.16,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:57:09,2026-01-05 06:55:00,101770.26,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:57:19,2026-01-05 06:55:00,101767.26,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:57:29,2026-01-05 06:55:00,101765.96,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:57:40,2026-01-05 06:55:00,101765.96,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:57:50,2026-01-05 06:55:00,101770.06,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:58:00,2026-01-05 06:55:00,101769.56,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:58:10,2026-01-05 06:55:00,101769.66,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:58:20,2026-01-05 06:55:00,101770.36,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:58:30,2026-01-05 06:55:00,101763.86,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:58:40,2026-01-05 06:55:00,101763.96,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:58:51,2026-01-05 06:55:00,101756.06,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:59:01,2026-01-05 06:55:00,101764.56,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:59:11,2026-01-05 06:55:00,101766.86,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:59:21,2026-01-05 06:55:00,101766.46,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:59:31,2026-01-05 06:55:00,101762.96,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:59:41,2026-01-05 06:55:00,101764.76,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 05:59:52,2026-01-05 06:55:00,101768.96,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:00:02,2026-01-05 07:00:00,101761.56,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:00:12,2026-01-05 07:00:00,101760.96,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:00:22,2026-01-05 07:00:00,101772.66,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:00:32,2026-01-05 07:00:00,101770.66,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:00:42,2026-01-05 07:00:00,101770.86,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:00:53,2026-01-05 07:00:00,101769.86,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:01:03,2026-01-05 07:00:00,101769.16,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:01:13,2026-01-05 07:00:00,101767.26,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:01:23,2026-01-05 07:00:00,101769.76,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:01:33,2026-01-05 07:00:00,101768.16,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:01:43,2026-01-05 07:00:00,101762.46,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:01:53,2026-01-05 07:00:00,101758.56,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:02:03,2026-01-05 07:00:00,101757.36,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:02:14,2026-01-05 07:00:00,101752.16,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:02:24,2026-01-05 07:00:00,101753.36,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:02:34,2026-01-05 07:00:00,101752.26,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:02:44,2026-01-05 07:00:00,101753.46,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:02:54,2026-01-05 07:00:00,101753.56,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:03:04,2026-01-05 07:00:00,101761.46,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:03:15,2026-01-05 07:00:00,101761.26,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:03:25,2026-01-05 07:00:00,101764.66,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:03:35,2026-01-05 07:00:00,101762.76,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:03:45,2026-01-05 07:00:00,101761.16,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:03:55,2026-01-05 07:00:00,101759.26,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:04:05,2026-01-05 07:00:00,101759.76,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:04:16,2026-01-05 07:00:00,101758.86,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:04:26,2026-01-05 07:00:00,101759.06,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:04:36,2026-01-05 07:00:00,101753.56,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:04:46,2026-01-05 07:00:00,101753.26,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:04:56,2026-01-05 07:05:00,101754.56,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:05:06,2026-01-05 07:05:00,101754.36,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:05:16,2026-01-05 07:05:00,101758.56,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:05:26,2026-01-05 07:05:00,101756.26,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:05:37,2026-01-05 07:05:00,101756.96,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:05:47,2026-01-05 07:05:00,101754.46,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:05:57,2026-01-05 07:05:00,101746.76,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:06:07,2026-01-05 07:05:00,101749.66,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:06:17,2026-01-05 07:05:00,101748.46,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:06:27,2026-01-05 07:05:00,101748.26,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:06:38,2026-01-05 07:05:00,101752.26,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:06:48,2026-01-05 07:05:00,101751.96,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:06:58,2026-01-05 07:05:00,101753.16,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:07:08,2026-01-05 07:05:00,101752.56,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:07:18,2026-01-05 07:05:00,101749.76,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:07:29,2026-01-05 07:05:00,101746.66,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:07:39,2026-01-05 07:05:00,101747.06,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:07:49,2026-01-05 07:05:00,101748.16,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:07:59,2026-01-05 07:05:00,101746.56,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:08:09,2026-01-05 07:05:00,101746.06,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:08:19,2026-01-05 07:05:00,101742.36,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:08:29,2026-01-05 07:05:00,101743.26,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:08:40,2026-01-05 07:05:00,101744.36,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:08:50,2026-01-05 07:05:00,101744.16,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:09:00,2026-01-05 07:05:00,101749.36,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:09:10,2026-01-05 07:05:00,101750.96,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:09:20,2026-01-05 07:05:00,101751.76,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:09:31,2026-01-05 07:05:00,101755.06,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:09:41,2026-01-05 07:05:00,101756.26,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:09:51,2026-01-05 07:05:00,101759.06,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:10:01,2026-01-05 07:10:00,101760.56,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:10:11,2026-01-05 07:10:00,101758.36,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:10:21,2026-01-05 07:10:00,101759.36,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:10:32,2026-01-05 07:10:00,101759.56,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:10:42,2026-01-05 07:10:00,101760.16,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:10:52,2026-01-05 07:10:00,101760.16,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:11:02,2026-01-05 07:10:00,101760.26,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:11:12,2026-01-05 07:10:00,101759.66,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:11:23,2026-01-05 07:10:00,101758.46,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:11:33,2026-01-05 07:10:00,101759.96,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:11:43,2026-01-05 07:10:00,101757.26,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:11:54,2026-01-05 07:10:00,101753.26,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:12:04,2026-01-05 07:10:00,101750.26,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:12:14,2026-01-05 07:10:00,101749.36,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:12:24,2026-01-05 07:10:00,101746.86,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:12:34,2026-01-05 07:10:00,101742.96,-1.0000,0.5000,SIGNAL,0,0,
